Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation
P2938,Fitness,Yoga Mat,4644,Brand B,2.6,2.6,0.43,Yes,Autumn,India,"['Resistance Bands', 'Treadmill', 'Yoga Mat']",0.61
P2939,Home Decor,Cushions,3685,Brand D,2.5,3.9,0.58,Yes,Spring,India,"['Curtains', 'Wall Art']",0.56
P2940,Home Decor,Curtains,3124,Brand D,3.9,2.4,0.12,Yes,Autumn,India,"['Lamp', 'Curtains', 'Wall Art']",0.54
P2941,Home Decor,Wall Art,3223,Brand C,4.4,4.9,0.39,Yes,Winter,UK,['Lamp'],0.36
P2942,Home Decor,Lamp,498,Brand B,4.7,3.3,0.17,Yes,Summer,Canada,['Curtains'],0.51
P2943,Home Decor,Curtains,3397,Brand C,3.2,3.6,0.86,Yes,Spring,India,"['Cushions', 'Curtains']",0.16
P2944,Beauty,Lipstick,2200,Brand C,2.4,2.6,0.94,Yes,Spring,Canada,"['Moisturizer', 'Foundation', 'Moisturizer']",0.6
P2945,Books,Biography,2700,Brand C,3.9,2.4,0.03,Yes,Summer,Germany,['Fiction'],0.2
P2946,Electronics,Smartphone,4345,Brand B,4.3,2.5,0.71,No,Winter,Canada,"['Laptop', 'Smartwatch']",0.21
P2947,Beauty,Foundation,705,Brand D,4.7,4.8,0.14,No,Winter,India,"['Moisturizer', 'Moisturizer']",0.98
P2948,Fitness,Resistance Bands,540,Brand A,4.2,3.9,0.72,Yes,Spring,Canada,['Yoga Mat'],0.18
P2949,Electronics,Headphones,2273,Brand C,2,3.4,0.42,Yes,Autumn,Canada,['Smartphone'],0.15
P2950,Home Decor,Lamp,4472,Brand C,2.5,3,0.3,No,Spring,India,['Wall Art'],0.51
P2951,Home Decor,Wall Art,3306,Brand A,4.9,2.9,0.22,Yes,Summer,USA,"['Curtains', 'Lamp']",0.27
P2952,Home Decor,Cushions,1075,Brand C,4.5,4.5,0.61,No,Autumn,India,"['Curtains', 'Lamp', 'Lamp']",0.84
P2953,Books,Non-fiction,4713,Brand C,2.3,2.9,0.85,Yes,Spring,UK,"['Biography', 'Biography']",0.35
P2954,Fitness,Resistance Bands,525,Brand B,2.3,4.6,0.12,Yes,Summer,USA,"['Treadmill', 'Dumbbells', 'Resistance Bands']",0.79
P2955,Home Decor,Lamp,1370,Brand A,2.2,3.3,0.44,No,Autumn,Canada,['Lamp'],0.69
P2956,Electronics,Smartphone,2523,Brand B,2.5,4.7,0.76,No,Winter,USA,['Laptop'],0.36
P2957,Fitness,Yoga Mat,2046,Brand D,2.5,2.5,0.96,Yes,Spring,USA,['Yoga Mat'],0.47
P2958,Books,Fiction,2685,Brand D,2,2.2,0.47,Yes,Winter,UK,"['Biography', 'Fiction', 'Non-fiction']",0.99
P2959,Fashion,T-shirt,1863,Brand C,4.8,4.8,0.83,No,Summer,USA,"['Jeans', 'Shoes']",0.18
P2960,Electronics,Headphones,2923,Brand A,3.2,3.6,0.97,No,Summer,USA,"['Headphones', 'Smartwatch', 'Headphones']",0.21
P2961,Books,Comics,331,Brand C,3.5,2.5,0.48,No,Autumn,Canada,"['Biography', 'Fiction']",0.96
P2962,Electronics,Laptop,4351,Brand D,4.1,3.9,0.89,No,Winter,Germany,"['Headphones', 'Laptop']",0.4
P2963,Books,Biography,107,Brand C,3.3,2.6,0.5,No,Winter,India,"['Biography', 'Comics']",0.2
P2964,Electronics,Laptop,4478,Brand B,4.2,4.3,0.47,Yes,Autumn,UK,"['Laptop', 'Headphones']",0.14
P2965,Beauty,Foundation,4817,Brand C,2.4,2.2,0.73,No,Spring,USA,"['Lipstick', 'Foundation']",0.24
P2966,Electronics,Headphones,714,Brand A,2.6,4.8,0.48,Yes,Winter,Canada,['Headphones'],0.18
P2967,Fitness,Resistance Bands,720,Brand C,2.3,4.6,0.09,No,Summer,Germany,"['Yoga Mat', 'Dumbbells', 'Treadmill']",0.28
P2968,Electronics,Headphones,370,Brand A,3,4.7,0.47,Yes,Summer,Germany,['Smartphone'],0.37
P2969,Home Decor,Curtains,1189,Brand D,2.6,2.9,0.11,No,Spring,UK,"['Lamp', 'Cushions']",0.19
P2970,Fitness,Resistance Bands,2927,Brand C,2.4,3,0.91,No,Autumn,UK,"['Dumbbells', 'Treadmill']",0.3
P2971,Books,Comics,2931,Brand D,3.6,4.5,0.07,Yes,Autumn,Germany,"['Comics', 'Biography']",0.17
P2972,Fashion,Jacket,182,Brand C,4.2,3.2,0.68,Yes,Spring,UK,['Shoes'],0.19
P2973,Books,Non-fiction,2889,Brand C,3,4.7,0.96,No,Summer,Canada,"['Biography', 'Biography', 'Biography']",0.6
P2974,Books,Fiction,1000,Brand B,5,2.1,0.69,Yes,Autumn,India,"['Biography', 'Fiction']",0.17
P2975,Fitness,Treadmill,4649,Brand A,2.5,4.7,0.85,Yes,Spring,USA,"['Treadmill', 'Treadmill', 'Resistance Bands']",0.87
P2976,Electronics,Smartphone,2833,Brand B,3.1,3.9,0.28,Yes,Spring,USA,['Smartphone'],0.66
P2977,Electronics,Smartwatch,1387,Brand C,4.4,3.2,0.68,Yes,Winter,Canada,['Smartwatch'],0.52
P2978,Electronics,Smartwatch,1710,Brand D,4.1,3.7,0.01,No,Winter,UK,"['Smartphone', 'Laptop']",0.33
P2979,Books,Biography,1843,Brand C,3.2,2.7,0.5,No,Summer,Germany,['Comics'],0.95
P2980,Books,Non-fiction,4451,Brand A,4.1,4.4,0.43,Yes,Spring,Germany,"['Fiction', 'Fiction']",0.86
P2981,Books,Non-fiction,341,Brand B,2.4,3.2,0.41,No,Autumn,USA,"['Fiction', 'Comics', 'Biography']",0.67
P2982,Beauty,Perfume,3225,Brand C,3.4,5,0.17,No,Winter,Germany,"['Moisturizer', 'Lipstick', 'Foundation']",0.88
P2983,Books,Non-fiction,2558,Brand B,4.9,2.8,0.07,Yes,Autumn,UK,"['Fiction', 'Non-fiction', 'Non-fiction']",0.74
P2984,Home Decor,Lamp,2906,Brand D,3.6,4.6,0.52,Yes,Spring,USA,['Curtains'],0.98
P2985,Electronics,Smartphone,3451,Brand C,4.3,2.8,0.84,Yes,Spring,India,"['Laptop', 'Headphones']",0.77
P2986,Home Decor,Lamp,2637,Brand D,2.1,4.9,0.77,No,Winter,India,['Cushions'],0.94
P2987,Electronics,Laptop,461,Brand D,3.5,3,0.51,No,Summer,UK,['Smartwatch'],0.73
P2988,Fashion,T-shirt,2692,Brand A,2.8,4.1,0.51,No,Summer,India,"['Jeans', 'Jacket']",0.98
P2989,Books,Biography,1917,Brand C,3.5,4.1,0.24,Yes,Spring,Canada,"['Non-fiction', 'Non-fiction']",0.82
P2990,Books,Non-fiction,1855,Brand C,2.2,4.4,0.53,Yes,Spring,UK,"['Non-fiction', 'Comics', 'Comics']",0.77
P2991,Home Decor,Wall Art,1578,Brand D,4.3,4.2,0.95,Yes,Summer,USA,"['Lamp', 'Cushions']",0.59
P2992,Fashion,Jacket,4021,Brand C,4.7,3,0.27,No,Autumn,Canada,"['Shoes', 'Jeans']",0.94
P2993,Fashion,Jeans,1242,Brand A,4.6,3.1,0.45,No,Autumn,Germany,"['Jacket', 'Shoes']",0.3
P2994,Home Decor,Lamp,506,Brand D,2.3,3.7,0.42,No,Summer,Canada,"['Wall Art', 'Curtains']",0.55
P2995,Fitness,Treadmill,2353,Brand D,4.6,3,0.25,No,Autumn,Canada,"['Dumbbells', 'Treadmill']",0.72
P2996,Electronics,Smartwatch,3382,Brand A,3.9,3.9,0.63,Yes,Spring,USA,"['Smartwatch', 'Headphones']",0.19
P2997,Home Decor,Wall Art,1784,Brand D,2.8,5,0.98,Yes,Spring,USA,['Wall Art'],0.6
P2998,Electronics,Headphones,1861,Brand A,5,4.4,0.93,Yes,Autumn,India,['Laptop'],0.37
P2999,Beauty,Foundation,329,Brand B,3.7,3,0.44,No,Spring,India,"['Perfume', 'Perfume', 'Lipstick']",0.8
P3000,Home Decor,Curtains,2869,Brand D,2.7,4.5,0.28,Yes,Spring,Germany,['Wall Art'],0.9
P3001,Books,Non-fiction,803,Brand C,4.4,3.8,0.42,No,Autumn,India,"['Non-fiction', 'Fiction']",0.61
P3002,Home Decor,Cushions,1759,Brand D,2.8,2,0.59,No,Spring,UK,['Cushions'],0.48
P3003,Fitness,Resistance Bands,2013,Brand A,3,4,0.83,No,Autumn,USA,"['Yoga Mat', 'Yoga Mat', 'Yoga Mat']",0.91
P3004,Beauty,Lipstick,4409,Brand B,2.5,4.3,0.83,Yes,Winter,Canada,"['Lipstick', 'Lipstick', 'Foundation']",0.81
P3005,Electronics,Smartwatch,1434,Brand B,4.1,3.6,0.65,Yes,Summer,India,"['Laptop', 'Smartwatch']",0.66
P3006,Fashion,Jeans,3659,Brand B,5,4.1,0.2,No,Autumn,Germany,"['Jacket', 'Jacket']",0.8
P3007,Home Decor,Curtains,4817,Brand C,4.9,3.3,0.57,No,Spring,India,"['Lamp', 'Cushions', 'Cushions']",0.18
P3008,Fitness,Dumbbells,3670,Brand B,4.9,3.4,0.61,No,Autumn,Germany,"['Treadmill', 'Yoga Mat', 'Resistance Bands']",0.24
P3009,Books,Comics,1423,Brand B,4.7,3.4,0.26,No,Autumn,Germany,['Non-fiction'],0.99
P3010,Beauty,Perfume,292,Brand A,3.3,5,0.85,No,Winter,UK,"['Moisturizer', 'Perfume', 'Moisturizer']",0.52
P3011,Electronics,Headphones,2228,Brand D,4.9,4.5,0.09,No,Autumn,USA,"['Smartphone', 'Headphones']",0.77
P3012,Books,Biography,3459,Brand C,4.1,2.3,0.88,Yes,Winter,Germany,['Fiction'],0.3
P3013,Home Decor,Wall Art,4154,Brand D,4,3,0.33,No,Spring,Canada,"['Cushions', 'Lamp']",0.42
P3014,Home Decor,Cushions,232,Brand A,4.9,2.3,0.69,Yes,Autumn,Germany,"['Curtains', 'Cushions', 'Lamp']",0.12
P3015,Electronics,Smartwatch,2203,Brand C,4.5,4.7,0.84,Yes,Spring,UK,"['Smartwatch', 'Smartwatch', 'Smartwatch']",0.37
P3016,Beauty,Foundation,1185,Brand D,4.2,4.6,0.4,Yes,Winter,Canada,['Perfume'],0.22
P3017,Home Decor,Curtains,4447,Brand C,3.6,4.3,0.26,Yes,Spring,UK,"['Curtains', 'Wall Art', 'Cushions']",0.27
P3018,Electronics,Smartwatch,1084,Brand D,3.7,3.6,0.72,No,Autumn,UK,"['Smartphone', 'Smartwatch', 'Smartwatch']",0.43
P3019,Home Decor,Cushions,3734,Brand B,2.6,3,0.89,Yes,Spring,UK,['Lamp'],0.79
P3020,Fashion,Jacket,1631,Brand A,3.1,2.5,0.14,No,Summer,UK,"['Jacket', 'Jacket']",0.45
P3021,Home Decor,Wall Art,3391,Brand B,3.6,4.3,0.66,Yes,Winter,Canada,['Wall Art'],0.99
P3022,Books,Fiction,748,Brand C,4.9,2.7,0.07,Yes,Autumn,Germany,['Biography'],0.27
P3023,Electronics,Headphones,3547,Brand B,4.3,3.1,0.75,No,Spring,USA,"['Smartphone', 'Laptop']",0.13
P3024,Electronics,Smartphone,3937,Brand C,3.9,3.5,0.76,No,Spring,Canada,['Headphones'],0.63
P3025,Fashion,T-shirt,4465,Brand B,2.5,3.6,0.09,Yes,Winter,Germany,"['Shoes', 'Jacket']",0.48
P3026,Home Decor,Wall Art,3411,Brand A,4.8,4,0.71,Yes,Winter,UK,['Wall Art'],0.5
P3027,Beauty,Perfume,3552,Brand B,3.6,2.8,0.49,No,Spring,USA,"['Foundation', 'Foundation']",0.46
P3028,Beauty,Foundation,3895,Brand B,3,4.4,0.63,No,Summer,USA,"['Lipstick', 'Lipstick']",0.33
P3029,Fitness,Resistance Bands,3079,Brand C,4.9,2.6,0.77,No,Spring,Canada,"['Treadmill', 'Resistance Bands']",0.65
P3030,Beauty,Foundation,3155,Brand C,3.2,4,0.99,Yes,Summer,UK,['Moisturizer'],1
P3031,Beauty,Lipstick,1010,Brand C,2,3.2,0.08,Yes,Summer,Canada,"['Perfume', 'Foundation']",0.22
P3032,Electronics,Smartwatch,238,Brand D,4.5,3.1,0.09,Yes,Spring,Canada,['Smartphone'],0.94
P3033,Books,Fiction,2941,Brand D,4.1,2.2,0.47,No,Autumn,USA,['Biography'],0.36
P3034,Home Decor,Lamp,4233,Brand B,3,4.7,0.07,Yes,Winter,Canada,['Lamp'],0.88
P3035,Books,Fiction,2619,Brand D,3.4,3.7,0.79,No,Spring,UK,"['Fiction', 'Biography']",0.3
P3036,Electronics,Smartwatch,630,Brand B,2,2.6,0.52,No,Autumn,Germany,"['Smartwatch', 'Laptop']",0.27
P3037,Home Decor,Wall Art,2464,Brand A,5,4.8,0.53,Yes,Spring,India,['Curtains'],0.67
P3038,Electronics,Smartwatch,3099,Brand A,3.7,2.4,0.41,No,Spring,Germany,['Smartwatch'],0.17
P3039,Fitness,Resistance Bands,4779,Brand B,3.3,2.5,0.06,Yes,Spring,India,['Treadmill'],0.24
P3040,Beauty,Foundation,3286,Brand C,3.8,4.6,0.21,No,Spring,USA,['Foundation'],0.95
P3041,Home Decor,Lamp,4996,Brand D,2.3,3.5,0.26,No,Winter,USA,"['Cushions', 'Curtains', 'Curtains']",0.73
P3042,Beauty,Lipstick,1790,Brand D,4.7,2.5,0.46,No,Summer,India,"['Foundation', 'Foundation', 'Lipstick']",0.34
P3043,Fitness,Treadmill,3501,Brand C,2,4.5,0.38,No,Spring,India,"['Resistance Bands', 'Dumbbells']",0.59
P3044,Fashion,T-shirt,4051,Brand B,3.6,4.3,0.69,Yes,Spring,UK,"['Shoes', 'Shoes', 'T-shirt']",0.89
P3045,Fitness,Dumbbells,218,Brand A,2.4,2.8,0.35,Yes,Summer,India,['Resistance Bands'],0.55
P3046,Electronics,Smartwatch,1642,Brand D,2.7,4.8,0.39,No,Autumn,India,"['Smartwatch', 'Smartwatch']",0.38
P3047,Books,Comics,3019,Brand A,3.2,4.4,0.29,Yes,Winter,Germany,"['Biography', 'Non-fiction']",0.52
P3048,Books,Comics,3721,Brand D,2.1,2.4,0.07,No,Winter,UK,"['Comics', 'Fiction']",0.88
P3049,Electronics,Smartwatch,3396,Brand C,4.4,3.9,0.7,No,Spring,USA,"['Smartwatch', 'Laptop', 'Smartwatch']",0.71
P3050,Fitness,Dumbbells,215,Brand C,2.7,2.7,0.99,Yes,Winter,Germany,"['Dumbbells', 'Yoga Mat', 'Dumbbells']",0.25
P3051,Books,Comics,2114,Brand D,2.4,4.9,0.25,Yes,Summer,Germany,['Non-fiction'],0.96
P3052,Fashion,Shoes,4203,Brand A,2.9,2.1,0.83,Yes,Autumn,Germany,"['T-shirt', 'T-shirt']",0.88
P3053,Electronics,Headphones,4273,Brand B,4.5,2.3,0.69,No,Spring,Canada,"['Smartwatch', 'Smartwatch', 'Smartwatch']",0.12
P3054,Electronics,Headphones,2993,Brand B,2.3,4.8,0.62,No,Autumn,Germany,"['Headphones', 'Laptop', 'Smartphone']",0.46
P3055,Fashion,Jeans,2563,Brand D,2.8,3.4,0.88,No,Summer,UK,['Shoes'],0.48
P3056,Electronics,Smartphone,3281,Brand A,4,4.1,0.65,No,Summer,Canada,['Smartphone'],0.14
P3057,Electronics,Laptop,2008,Brand C,4.5,2.2,0.26,Yes,Spring,UK,['Laptop'],0.25
P3058,Beauty,Lipstick,4795,Brand C,4.9,3.9,0.9,No,Autumn,Canada,['Perfume'],0.35
P3059,Home Decor,Cushions,3135,Brand D,3.8,2.9,0.91,No,Summer,Canada,['Curtains'],0.53
P3060,Beauty,Foundation,2475,Brand B,3.5,3.1,0.96,No,Summer,Germany,['Foundation'],0.33
P3061,Beauty,Lipstick,870,Brand A,4.7,3.6,0.19,Yes,Summer,Canada,"['Moisturizer', 'Moisturizer']",0.83
P3062,Fashion,Jeans,2966,Brand A,4.6,2.3,0.62,No,Summer,India,['T-shirt'],0.49
P3063,Fashion,Shoes,1556,Brand D,4,4.2,0.62,No,Autumn,UK,"['T-shirt', 'Shoes']",0.77
P3064,Electronics,Headphones,4236,Brand A,3.6,2.4,0.81,Yes,Summer,India,"['Smartwatch', 'Laptop', 'Laptop']",0.93
P3065,Beauty,Moisturizer,3313,Brand B,2.9,2.5,0.07,No,Summer,Germany,"['Perfume', 'Foundation']",0.26
P3066,Electronics,Laptop,4405,Brand D,3.5,2.6,0.11,Yes,Summer,Canada,"['Laptop', 'Headphones', 'Headphones']",0.82
P3067,Fashion,T-shirt,4714,Brand C,4.4,2.8,0.11,No,Autumn,Canada,"['T-shirt', 'Jacket']",0.71
P3068,Electronics,Laptop,3294,Brand A,2.3,2.5,0.96,No,Spring,UK,['Laptop'],0.95
P3069,Electronics,Smartwatch,1559,Brand B,4.7,3,0.99,No,Winter,UK,"['Laptop', 'Laptop', 'Smartphone']",0.89
P3070,Fitness,Dumbbells,4351,Brand C,3.8,2.3,0.75,No,Winter,USA,"['Resistance Bands', 'Treadmill']",0.52
P3071,Beauty,Foundation,676,Brand C,2.9,3.7,0.43,Yes,Spring,Germany,"['Lipstick', 'Foundation']",0.54
P3072,Beauty,Moisturizer,2055,Brand A,2.6,3.9,0.91,Yes,Spring,Germany,"['Moisturizer', 'Perfume']",0.29
P3073,Home Decor,Lamp,2656,Brand B,4.8,4.3,0.34,Yes,Winter,UK,['Cushions'],0.43
P3074,Books,Non-fiction,3912,Brand B,4,3,0.54,Yes,Spring,India,"['Non-fiction', 'Fiction']",0.87
P3075,Beauty,Lipstick,2887,Brand A,4.4,3.4,0.91,Yes,Autumn,UK,"['Perfume', 'Foundation']",0.6
P3076,Beauty,Perfume,1427,Brand B,4.5,4,0.01,Yes,Autumn,UK,"['Perfume', 'Perfume']",0.83
P3077,Beauty,Lipstick,1455,Brand C,4.4,4.5,0.95,Yes,Spring,UK,['Perfume'],0.52
P3078,Books,Fiction,3553,Brand C,2.8,2.6,0.47,No,Summer,India,"['Non-fiction', 'Comics']",0.88
P3079,Home Decor,Curtains,581,Brand C,3.2,4.4,0.41,No,Spring,Canada,"['Lamp', 'Lamp']",0.22
P3080,Books,Fiction,4756,Brand D,2.7,3.9,0.85,No,Winter,Canada,['Comics'],0.3
P3081,Fitness,Resistance Bands,1142,Brand D,3,4.3,0.55,Yes,Spring,Germany,['Yoga Mat'],0.55
P3082,Beauty,Foundation,892,Brand D,4.6,4.7,0.99,Yes,Spring,UK,['Foundation'],0.71
P3083,Home Decor,Cushions,2760,Brand A,3.5,3.6,0.24,No,Spring,UK,"['Curtains', 'Cushions', 'Wall Art']",0.23
P3084,Books,Non-fiction,418,Brand D,4.9,4.5,0.69,No,Winter,Canada,['Non-fiction'],0.77
P3085,Electronics,Smartphone,2834,Brand B,3.6,2.1,0.44,No,Winter,USA,"['Smartphone', 'Smartphone', 'Headphones']",0.29
P3086,Books,Non-fiction,1779,Brand B,4.1,2.2,0.2,Yes,Summer,UK,['Biography'],0.89
P3087,Fitness,Dumbbells,4792,Brand C,4.9,3.3,0.18,No,Winter,India,"['Dumbbells', 'Resistance Bands', 'Dumbbells']",0.22
P3088,Fashion,T-shirt,3657,Brand B,4.1,4.5,0.88,Yes,Autumn,Canada,['Jeans'],0.32
P3089,Home Decor,Cushions,2944,Brand C,4.6,2.9,0.79,No,Spring,Canada,"['Curtains', 'Cushions', 'Lamp']",0.99
P3090,Electronics,Smartwatch,4849,Brand B,4.3,4.3,0.8,Yes,Autumn,Germany,"['Laptop', 'Headphones']",0.93
P3091,Home Decor,Cushions,377,Brand D,3.9,4,0.94,Yes,Autumn,USA,"['Lamp', 'Wall Art', 'Curtains']",0.34
P3092,Home Decor,Curtains,2429,Brand C,2.7,4.1,0.93,No,Winter,USA,['Lamp'],0.51
P3093,Fashion,Jacket,870,Brand A,4.6,4.3,0.14,No,Autumn,Canada,"['Jeans', 'Jeans', 'Shoes']",0.15
P3094,Home Decor,Curtains,1470,Brand A,4.5,3.6,0.79,Yes,Autumn,Germany,"['Cushions', 'Cushions', 'Curtains']",0.77
P3095,Home Decor,Wall Art,1975,Brand D,2.6,3.4,0.5,Yes,Autumn,Germany,['Lamp'],0.52
P3096,Books,Comics,2125,Brand C,4,2.2,0.61,Yes,Winter,Germany,"['Biography', 'Fiction']",0.61
P3097,Home Decor,Curtains,658,Brand C,4.5,3.3,0.11,No,Summer,India,"['Curtains', 'Lamp', 'Cushions']",0.52
P3098,Beauty,Moisturizer,1604,Brand A,2.6,2.1,0.78,No,Spring,Germany,"['Lipstick', 'Foundation']",0.51
P3099,Home Decor,Wall Art,2407,Brand D,2.3,2.4,0.65,Yes,Autumn,Canada,"['Cushions', 'Cushions']",0.95
P3100,Beauty,Moisturizer,3383,Brand A,2.2,2.9,0.88,No,Autumn,USA,"['Moisturizer', 'Lipstick', 'Perfume']",0.35
P3101,Fashion,Jacket,556,Brand B,2.1,4.9,0.02,No,Autumn,India,"['Jacket', 'Jeans', 'Jacket']",0.65
P3102,Fashion,Jacket,4376,Brand A,4.3,4.9,0.33,No,Summer,USA,['Jeans'],0.36
P3103,Electronics,Laptop,605,Brand D,4.4,4.2,0.52,Yes,Spring,Germany,"['Smartphone', 'Laptop', 'Smartwatch']",0.42
P3104,Fitness,Treadmill,1548,Brand D,2.5,3.5,0.9,No,Spring,India,"['Resistance Bands', 'Resistance Bands']",0.54
P3105,Books,Comics,2764,Brand C,3.7,4.8,0.88,Yes,Summer,USA,"['Fiction', 'Non-fiction']",0.61
P3106,Fitness,Resistance Bands,748,Brand C,2.1,2.5,0.03,Yes,Winter,USA,['Resistance Bands'],0.58
P3107,Home Decor,Lamp,3543,Brand A,4.2,2.3,0.89,Yes,Summer,Germany,"['Wall Art', 'Cushions']",0.91
P3108,Electronics,Laptop,1393,Brand D,2.7,3.4,0.45,No,Spring,UK,"['Laptop', 'Laptop', 'Headphones']",0.76
P3109,Books,Non-fiction,2301,Brand C,3.7,4.5,0.72,Yes,Winter,Germany,['Comics'],0.25
P3110,Beauty,Foundation,3357,Brand D,2.2,3.5,0.39,No,Winter,India,"['Perfume', 'Lipstick']",0.41
P3111,Books,Comics,2425,Brand B,2.3,4.2,0.3,No,Spring,UK,['Comics'],0.47
P3112,Beauty,Moisturizer,332,Brand D,5,4.7,0.99,No,Summer,India,"['Lipstick', 'Moisturizer', 'Perfume']",0.29
P3113,Electronics,Smartwatch,3950,Brand C,5,4.7,0.2,Yes,Winter,India,"['Smartwatch', 'Smartwatch', 'Laptop']",0.99
P3114,Fashion,T-shirt,4798,Brand A,3.3,2.1,0.83,Yes,Autumn,USA,['Jacket'],0.85
P3115,Books,Non-fiction,3888,Brand B,2.1,4.1,0.48,Yes,Spring,India,"['Biography', 'Comics', 'Biography']",0.29
P3116,Books,Biography,1721,Brand B,3.7,3,0.13,No,Autumn,Germany,"['Fiction', 'Biography', 'Biography']",0.63
P3117,Electronics,Smartphone,1141,Brand A,3.4,3.5,0.89,No,Spring,Germany,"['Smartwatch', 'Headphones']",0.48
P3118,Fashion,Jacket,1032,Brand B,3.1,2.7,0.93,No,Spring,UK,"['Shoes', 'Jacket', 'Jeans']",0.52
P3119,Fitness,Resistance Bands,185,Brand C,4.9,4.3,0.52,No,Winter,Germany,['Dumbbells'],0.15
P3120,Home Decor,Curtains,4804,Brand D,2.6,2.8,0.75,No,Winter,Germany,"['Cushions', 'Curtains']",0.72
P3121,Electronics,Laptop,4541,Brand C,4.6,3.8,0.42,No,Winter,Germany,"['Laptop', 'Laptop', 'Smartwatch']",0.27
P3122,Fashion,Jeans,1837,Brand C,4.7,3.4,0.43,Yes,Summer,Canada,['T-shirt'],0.22
P3123,Fashion,T-shirt,2229,Brand A,4.2,3.6,0.31,No,Summer,USA,"['T-shirt', 'Shoes', 'Shoes']",0.78
P3124,Fashion,T-shirt,3240,Brand A,3.2,4.8,0.47,No,Autumn,Germany,['T-shirt'],0.86
P3125,Books,Comics,2332,Brand A,3.2,3,0.22,Yes,Summer,USA,"['Biography', 'Non-fiction', 'Biography']",0.83
P3126,Beauty,Lipstick,3743,Brand B,2.1,2.4,0.05,No,Spring,UK,['Lipstick'],0.85
P3127,Electronics,Smartwatch,3952,Brand C,3.8,5,0.42,No,Spring,USA,"['Smartphone', 'Headphones']",0.66
P3128,Electronics,Smartphone,713,Brand C,4.9,4.2,0.77,No,Winter,India,"['Smartwatch', 'Laptop']",0.4
P3129,Fitness,Yoga Mat,871,Brand D,4.3,2,0.92,No,Spring,India,"['Treadmill', 'Yoga Mat']",0.72
P3130,Books,Fiction,4818,Brand A,4.7,2.9,0.87,Yes,Spring,Germany,"['Comics', 'Comics']",0.95
P3131,Beauty,Perfume,2920,Brand B,2.1,2.7,0.54,Yes,Spring,USA,"['Lipstick', 'Moisturizer', 'Moisturizer']",0.26
P3132,Fashion,Shoes,4645,Brand D,2.7,3.1,0.86,Yes,Winter,USA,"['Jacket', 'Shoes', 'T-shirt']",0.99
P3133,Home Decor,Lamp,3035,Brand D,3,2.1,0.96,No,Spring,Germany,"['Cushions', 'Curtains', 'Wall Art']",0.53
P3134,Electronics,Laptop,185,Brand D,2.5,2.3,0.05,No,Summer,Canada,"['Smartphone', 'Smartphone', 'Smartwatch']",0.94
P3135,Fashion,Jacket,4745,Brand C,2.6,2.3,0.02,No,Summer,Germany,"['Shoes', 'Jeans', 'T-shirt']",0.43
P3136,Fitness,Resistance Bands,1391,Brand B,2.5,4.5,0.81,No,Autumn,UK,['Resistance Bands'],0.71
P3137,Beauty,Perfume,4299,Brand B,3.2,3.3,0.7,Yes,Winter,USA,"['Lipstick', 'Lipstick']",0.46
P3138,Fashion,Shoes,2049,Brand A,5,2.8,0.82,No,Spring,USA,['T-shirt'],0.73
P3139,Beauty,Foundation,3327,Brand B,3.4,3.1,0.21,No,Winter,Canada,"['Foundation', 'Lipstick']",0.36
P3140,Fitness,Yoga Mat,902,Brand B,3.1,2.4,0.79,Yes,Summer,Germany,"['Treadmill', 'Treadmill', 'Dumbbells']",0.95
P3141,Electronics,Laptop,4610,Brand D,4.2,2.2,0.21,No,Winter,India,['Headphones'],0.69
P3142,Fitness,Treadmill,3657,Brand A,3.7,3.2,0.97,Yes,Summer,USA,"['Resistance Bands', 'Dumbbells', 'Resistance Bands']",0.77
P3143,Home Decor,Lamp,3624,Brand D,2.6,2.7,0.98,Yes,Summer,USA,"['Wall Art', 'Curtains', 'Wall Art']",0.37
P3144,Fitness,Resistance Bands,4225,Brand A,3.8,3.4,1,No,Winter,USA,"['Treadmill', 'Treadmill']",0.68
P3145,Books,Fiction,4804,Brand B,4.3,2.6,0.96,No,Spring,Germany,['Fiction'],0.83
P3146,Fitness,Dumbbells,231,Brand B,2.7,3.2,0.54,Yes,Spring,UK,"['Dumbbells', 'Yoga Mat', 'Resistance Bands']",0.45
P3147,Electronics,Smartwatch,4086,Brand A,2.8,3.5,0.86,Yes,Winter,Germany,"['Smartphone', 'Smartwatch']",0.98
P3148,Electronics,Smartphone,791,Brand C,3.1,3.7,0.35,Yes,Summer,India,['Smartwatch'],0.63
P3149,Fashion,T-shirt,1328,Brand D,3,3.5,0.91,No,Spring,USA,"['Jacket', 'Jacket']",0.68
P3150,Beauty,Perfume,2901,Brand B,4,4,0.44,No,Spring,Canada,"['Perfume', 'Lipstick', 'Moisturizer']",0.54
P3151,Beauty,Foundation,4719,Brand D,3.6,3.8,0.5,No,Autumn,USA,['Perfume'],0.43
P3152,Fitness,Dumbbells,2007,Brand A,2.3,2.5,0.51,Yes,Winter,UK,"['Yoga Mat', 'Yoga Mat', 'Resistance Bands']",0.48
P3153,Fitness,Resistance Bands,1769,Brand D,3.2,2.6,0.71,Yes,Spring,Germany,"['Treadmill', 'Resistance Bands', 'Yoga Mat']",0.75
